"Designator","Description","LibReference","Footprint","FootprintDescription","Sheet","SourceUniqueId","ItemGUID","ItemRevisionGUID","Layer"
"C59","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)","CMP-001-00001-6","CAPC1005X56X25LL10T15","Chip Capacitor, 2-Leads, Body 1.10x0.60mm, IPC High Density","4.Power","PJJADRSM","A0172775-ABE7-4C5C-9042-8FF38A8061E5","1F7CB819-4B2F-4DD9-A856-12543AC7F829","BOTTOM"
"C60","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)","CMP-001-00001-6","CAPC1005X56X25LL10T15","Chip Capacitor, 2-Leads, Body 1.10x0.60mm, IPC High Density","4.Power","YWWVYWZW","A0172775-ABE7-4C5C-9042-8FF38A8061E5","1F7CB819-4B2F-4DD9-A856-12543AC7F829","BOTTOM"
"C61","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)","CMP-001-00001-6","CAPC1005X56X25LL10T15","Chip Capacitor, 2-Leads, Body 1.10x0.60mm, IPC High Density","4.Power","EEUMZWOB","A0172775-ABE7-4C5C-9042-8FF38A8061E5","1F7CB819-4B2F-4DD9-A856-12543AC7F829","TOP"
"C62","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)","CMP-001-00001-6","CAPC1005X56X25LL10T15","Chip Capacitor, 2-Leads, Body 1.10x0.60mm, IPC High Density","4.Power","TRALJEUD","A0172775-ABE7-4C5C-9042-8FF38A8061E5","1F7CB819-4B2F-4DD9-A856-12543AC7F829","TOP"
"C63","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)","CMP-001-00001-6","CAPC1005X56X25LL10T15","Chip Capacitor, 2-Leads, Body 1.10x0.60mm, IPC High Density","4.Power","OCLMBUUN","A0172775-ABE7-4C5C-9042-8FF38A8061E5","1F7CB819-4B2F-4DD9-A856-12543AC7F829","BOTTOM"
"C64","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)","CMP-001-00001-6","CAPC1005X56X25LL10T15","Chip Capacitor, 2-Leads, Body 1.10x0.60mm, IPC High Density","4.Power","PFTZFEJH","A0172775-ABE7-4C5C-9042-8FF38A8061E5","1F7CB819-4B2F-4DD9-A856-12543AC7F829","BOTTOM"
"C65","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)","CMP-001-00001-6","CAPC1005X56X25LL10T15","Chip Capacitor, 2-Leads, Body 1.10x0.60mm, IPC High Density","4.Power","RGEXHMPH","A0172775-ABE7-4C5C-9042-8FF38A8061E5","1F7CB819-4B2F-4DD9-A856-12543AC7F829","TOP"
"C66","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)","CMP-001-00001-6","CAPC1005X56X25LL10T15","Chip Capacitor, 2-Leads, Body 1.10x0.60mm, IPC High Density","4.Power","SYXRRSKS","A0172775-ABE7-4C5C-9042-8FF38A8061E5","1F7CB819-4B2F-4DD9-A856-12543AC7F829","TOP"
"C67","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)","CMP-001-00001-6","CAPC1005X56X25LL10T15","Chip Capacitor, 2-Leads, Body 1.10x0.60mm, IPC High Density","4.Power","DDTCVJFV","A0172775-ABE7-4C5C-9042-8FF38A8061E5","1F7CB819-4B2F-4DD9-A856-12543AC7F829","BOTTOM"
"C68","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)","CMP-001-00001-6","CAPC1005X56X25LL10T15","Chip Capacitor, 2-Leads, Body 1.10x0.60mm, IPC High Density","4.Power","RURMMOPZ","A0172775-ABE7-4C5C-9042-8FF38A8061E5","1F7CB819-4B2F-4DD9-A856-12543AC7F829","BOTTOM"
"C69","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)","CMP-001-00001-6","CAPC1005X56X25LL10T15","Chip Capacitor, 2-Leads, Body 1.10x0.60mm, IPC High Density","4.Power","KEPRTETX","A0172775-ABE7-4C5C-9042-8FF38A8061E5","1F7CB819-4B2F-4DD9-A856-12543AC7F829","BOTTOM"
"C70","Chip Capacitor, 0.1 uF, +/- 5%, 16 V, 0402 (1005 Metric)","CMP-001-00001-6","CAPC1005X56X25LL10T15","Chip Capacitor, 2-Leads, Body 1.10x0.60mm, IPC High Density","4.Power","DFMBUTBP","A0172775-ABE7-4C5C-9042-8FF38A8061E5","1F7CB819-4B2F-4DD9-A856-12543AC7F829","TOP"
"C71","Chip Capacitor, 10??F +/-20%, 10V, 0603, Thickness 1 mm","CMP-001-00075-4","CAPC0603(1608)100_L","Chip Capacitor, Body 1.6x0.8mm, Height 1.0mm, IPC High Density","4.Power","BYGPHLXL","2591F4BA-9F55-4446-B3EC-36DB1479698A","4D6BBE15-C8E2-492D-81F4-C782B7C248A3","TOP"
"C72","Chip Capacitor, 10??F +/-20%, 10V, 0603, Thickness 1 mm","CMP-001-00075-4","CAPC0603(1608)100_L","Chip Capacitor, Body 1.6x0.8mm, Height 1.0mm, IPC High Density","4.Power","BMZEWXAF","2591F4BA-9F55-4446-B3EC-36DB1479698A","4D6BBE15-C8E2-492D-81F4-C782B7C248A3","TOP"
"C73","CAP, CERM, 0.1 uF, 10 V, +/- 10%, X7R, 0402","CMP-0006343-2","0402","","2.Support","THWPTGON","","","TOP"
"C74","CAP, CERM, 0.01 uF, 50 V, +/- 5%, X7R, 0402","CMP-0006236-2","0402","","2.Support","OIAPROHI","","","TOP"
"C75","CAP, CERM, 0.1 uF, 10 V, +/- 10%, X7R, 0402","CMP-0006343-2","0402","","2.Support","ENXONJPM","","","TOP"
"C76","CAP, CERM, 0.01 uF, 50 V, +/- 5%, X7R, 0402","CMP-0006236-2","0402","","2.Support","FJBQXOWN","","","TOP"
"C77","CAP, CERM, 0.1 uF, 10 V, +/- 10%, X7R, 0402","CMP-0006343-2","0402","","2.Support","EVOWTHOA","","","TOP"
"C78","CAP, CERM, 0.1 uF, 10 V, +/- 10%, X7R, 0402","CMP-0006343-2","0402","","2.Support","LBQSYPSB","","","BOTTOM"
"C163","Chip Capacitor, 1 uF, +/- 10%, 50 V, 0805 (2012 Metric)","CMP-001-00007-7","CAPC2013X135X45NL10T25","Chip Capacitor, 2-Leads, Body 2.10x1.35mm, IPC Medium Density","1.GPIO","LSFFTYPM","304EA0B8-F839-41C9-9F75-833C2EECB6CE","837A2A14-CA9E-45BA-81C8-8414F7DB19E8","BOTTOM"
"C164","Chip Capacitor, 1 uF, +/- 10%, 50 V, 0805 (2012 Metric)","CMP-001-00007-7","CAPC2013X135X45NL10T25","Chip Capacitor, 2-Leads, Body 2.10x1.35mm, IPC Medium Density","1.GPIO","JHWSEEJR","304EA0B8-F839-41C9-9F75-833C2EECB6CE","837A2A14-CA9E-45BA-81C8-8414F7DB19E8","BOTTOM"
"C165","Chip Capacitor, 1 uF, +/- 10%, 50 V, 0805 (2012 Metric)","CMP-001-00007-7","CAPC2013X135X45NL10T25","Chip Capacitor, 2-Leads, Body 2.10x1.35mm, IPC Medium Density","8.Emulator_Interface","BVSWFPCC","304EA0B8-F839-41C9-9F75-833C2EECB6CE","837A2A14-CA9E-45BA-81C8-8414F7DB19E8","BOTTOM"
"C166","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","RVFDCEWZ","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C167","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","IIRKVYUH","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C168","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","OJGYCXXW","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C169","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","IAVZQPSD","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C170","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","RJOVWEEI","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C171","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","HKLUIFMN","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C172","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","AQNJCPCB","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C173","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","EBUUZCSX","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C174","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","QSWRLSNQ","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C175","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","HCPFSYYT","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C176","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","FHUOUTGP","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C177","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","GSSSIXGU","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C178","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","IRWIJYHX","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C179","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","WQJQPKVX","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C180","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","DQEUUMXE","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C181","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","FSYXZDEX","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C182","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","EMLLCRCX","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C183","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","PKDJUARU","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C184","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","BYSYUEIU","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"C185","Chip Capacitor, 100 nF, +/- 10%, 50 V, 0603 (1608 Metric)","CMP-001-00017-6","CAPC1608X90X40NL10T20","Chip Capacitor, 2-Leads, Body 1.70x0.90mm, IPC Medium Density","9.Pwm_Buffer","GICTDTTN","85718E7E-A7BA-41FF-9B71-CC81DC10C908","EAD50EBC-46BB-4EC3-BEC1-8528D867B411","BOTTOM"
"D1","Diode, Schottky, 10 V, 1 A, AEC-Q101, POWERMITE","CMP-004-00076-1","POWERMITE","","4.Power","DRKVZWCR","88A70EC7-D21E-4C25-9BD7-71500C194B23","632AC858-FF25-4221-8185-4EE2B036B101","TOP"
"D2","SURFACE MOUNT SILICON LOW VF SCHOTTKY DIODE 0.5 AMP","CMP-004-00069-1","CFSH0520LTRPBFREE","","4.Power","ZICEBFRC","A5AA3902-E615-403F-9DD8-DC4DBB10B7F2","63BE64CE-8635-4682-A32B-BE56D9AB992B","TOP"
"D3","LED, Red, SMD","CMP-0002951-3","WL-SMCW_RED_0805","","2.Support","DFGOLYUN","","","TOP"
"D4","LED, Red, SMD","CMP-0002951-3","WL-SMCW_RED_0805","","2.Support","RTNFCNBP","","","TOP"
"J1","Socket(male) 100 Positions, Dual Row, Vertical Receptacle. BergStak Lite 0.80mm, Board-to-Board Connector,","CMP-002-00178-1","AMPHENOL_10144517-101802LF","Plug(male)","1.GPIO","ZYZTJNGP","65936400-27DD-4ACE-87A4-D361D53E576D","6083AF1F-298F-40DD-B4BE-B4C35DE0D6AC","BOTTOM"
"J2","Socket(male) 100 Positions, Dual Row, Vertical Receptacle. BergStak Lite 0.80mm, Board-to-Board Connector,","CMP-002-00178-1","AMPHENOL_10144517-101802LF","Plug(male)","1.GPIO","HJERLDQZ","65936400-27DD-4ACE-87A4-D361D53E576D","6083AF1F-298F-40DD-B4BE-B4C35DE0D6AC","BOTTOM"
"J9","10 Positions Header Connector 0.100"" (2.54mm) Through Hole Gold","CMP-002-00158-1","SHDR10W66P254_2X5_2030X905X905P","","1.GPIO","QDKFEFKI","C4D4DE5E-AA00-4955-8926-9CCD20DD1C39","DCE47D8A-4B46-411E-891A-6310FDA8F777","TOP"
"J10","10 Positions Header Connector 0.100"" (2.54mm) Through Hole Gold","CMP-002-00158-1","SHDR10W66P254_2X5_2030X905X905P","","1.GPIO","PULYZNAN","C4D4DE5E-AA00-4955-8926-9CCD20DD1C39","DCE47D8A-4B46-411E-891A-6310FDA8F777","TOP"
"J11","Connector Header Through Hole 14 position 0.100 (2.54mm)","CMP-002-00182-1","SULLINS_SBH11-PBPC-D07-ST-BK","","8.Emulator_Interface","IMELCPAB","39804E80-DC27-4E86-93E2-F851ED3B8D7B","BFDC700B-199C-4F6E-96A6-D92A4B37C3DE","TOP"
"J12","Socket(male) 100 Positions, Dual Row, Vertical Receptacle. BergStak Lite 0.80mm, Board-to-Board Connector,","CMP-002-00178-1","AMPHENOL_10144517-101802LF","Plug(male)","5.ETH","XKFYYXFF","65936400-27DD-4ACE-87A4-D361D53E576D","6083AF1F-298F-40DD-B4BE-B4C35DE0D6AC","BOTTOM"
"L1","Chip Inductor, 2.2 uH, +/- 20%, -55 to 125 degC, 1008 (2520 Metric), RoHS, Tape and Reel","CMP-006-00009-6","INDC2520X100X60NL20T20","Chip Inductor, 2-Leads, Body 2.7x2.2mm, IPC Medium Density","4.Power","NCTEZOCO","50159F89-051D-4E48-95FD-CEE944D8D57F","7C5FAF59-0AF9-4790-8B67-BF4BD319A4E1","TOP"
"L2","Chip Inductor, 2.2 uH, +/- 20%, -55 to 125 degC, 1008 (2520 Metric), RoHS, Tape and Reel","CMP-006-00009-6","INDC2520X100X60NL20T20","Chip Inductor, 2-Leads, Body 2.7x2.2mm, IPC Medium Density","4.Power","FDSVYKXS","50159F89-051D-4E48-95FD-CEE944D8D57F","7C5FAF59-0AF9-4790-8B67-BF4BD319A4E1","TOP"
"L3","Chip Ferrite Bead for General Use, 120 Ohm, 500 mA, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel","CMP-006-00004-3","MURA-BLM18-F-H1-CHIP-2_V","Chip Ferrite Bead, 2-Leads, Body 1.6x0.8mm, Height 0.95mm, Flow","4.Power","JJALYYNQ","CE8BA68F-1B47-46B3-9704-9AC47832B728","AF1DA13D-A68B-4BF8-AE8F-D84C4C3CF1FA","TOP"
"L4","Chip Ferrite Bead for General Use, 120 Ohm, 500 mA, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel","CMP-006-00004-3","MURA-BLM18-F-H1-CHIP-2_V","Chip Ferrite Bead, 2-Leads, Body 1.6x0.8mm, Height 0.95mm, Flow","4.Power","ETNNWKIN","CE8BA68F-1B47-46B3-9704-9AC47832B728","AF1DA13D-A68B-4BF8-AE8F-D84C4C3CF1FA","TOP"
"L5","Chip Ferrite Bead for General Use, 120 Ohm, 500 mA, -55 to 125 degC, 0603 (1608 Metric), RoHS, Tape and Reel","CMP-006-00004-3","MURA-BLM18-F-H1-CHIP-2_V","Chip Ferrite Bead, 2-Leads, Body 1.6x0.8mm, Height 0.95mm, Flow","4.Power","GTXSRYDX","CE8BA68F-1B47-46B3-9704-9AC47832B728","AF1DA13D-A68B-4BF8-AE8F-D84C4C3CF1FA","TOP"
"LED1","WL-SMCW SMT Mono-Color Chip LED Waterclear 0805","CMP-007-00038-1","LEDC2012X70N","","4.Power","DTMCHRGZ","FD38984B-F99E-498D-AD84-2CF09CD05F25","310DA95E-72FE-49DF-BE42-CC76D095AEE9","TOP"
"R3","RES, 39, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026916-3","0402","","1.GPIO","OEDIFXNB","","","BOTTOM"
"R4","RES, 39, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026916-3","0402","","1.GPIO","OVUXYDNV","","","TOP"
"R5","RES, 39, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026916-3","0402","","1.GPIO","MDTGBXPD","","","BOTTOM"
"R6","RES, 39, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026916-3","0402","","1.GPIO","PXBLTOVV","","","TOP"
"R7","RES, 39, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026916-3","0402","","1.GPIO","ZLATQZHS","","","BOTTOM"
"R8","RES, 39, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026916-3","0402","","1.GPIO","WPWNIMPQ","","","BOTTOM"
"R9","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","UUAARPHY","","","TOP"
"R10","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","NYDJCUZH","","","TOP"
"R11","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","ETPIBJWF","","","TOP"
"R12","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","HPGSIDSW","","","BOTTOM"
"R13","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","EFYFEQTE","","","BOTTOM"
"R14","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","SAWVZBRP","","","BOTTOM"
"R15","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","HOBFCSNO","","","BOTTOM"
"R16","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","ORFWQJNZ","","","TOP"
"R17","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","OUOZXHVL","","","TOP"
"R18","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","BGPZMBBG","","","TOP"
"R19","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","PRKYIVBP","","","TOP"
"R20","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","HZLMADUK","","","TOP"
"R21","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","FHKDGSRE","","","BOTTOM"
"R22","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","RNPTTBLA","","","BOTTOM"
"R23","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","KTWIQNKS","","","TOP"
"R24","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","GHRBKJWL","","","TOP"
"R25","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","MXSRGQZD","","","TOP"
"R26","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","EQKLHKTX","","","TOP"
"R27","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","YJFBASGA","","","TOP"
"R28","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","KYTSHBSW","","","BOTTOM"
"R29","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","OQYTDCYS","","","BOTTOM"
"R30","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","EOTYCZWV","","","TOP"
"R31","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","MLMONBDE","","","BOTTOM"
"R32","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","OTENKNPI","","","BOTTOM"
"R33","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","UQWAFAZV","","","BOTTOM"
"R34","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","JPAAJRCG","","","BOTTOM"
"R35","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","BCMTIZKT","","","TOP"
"R36","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","DCRXSRQU","","","TOP"
"R37","RES, 0.1, 1%, 0.25 W, 0402","CMP-0078660-1","0402","","3.ADC","WGTACDKA","","","TOP"
"R38","RES, 0.1, 1%, 0.25 W, 0402","CMP-0078660-1","0402","","3.ADC","DNAWRKSR","","","TOP"
"R39","RES, 0.1, 1%, 0.25 W, 0402","CMP-0078660-1","0402","","3.ADC","VHXILCBH","","","TOP"
"R40","RES, 0.1, 1%, 0.25 W, 0402","CMP-0078660-1","0402","","3.ADC","BYAOWFPT","","","BOTTOM"
"R41","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","CQMMYSZY","","","TOP"
"R42","RES, 0, 5%, 0.1 W, AEC-Q200 Grade 0, 0603","CMP-0025697-4","0603","","3.ADC","UHJHBETT","","","TOP"
"R43","RES, 1.00 k, 1%, 0.1 W, 0603","CMP-0022895-5","0603","","3.ADC","BCVENBPR","","","TOP"
"R44","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric)","CMP-009-00005-5","RESC1005X40X25ML05T05","Chip Resistor, 2-Leads, Body 1.05x0.55mm, IPC Low Density","4.Power","JWKUCTLC","FE329932-3914-4A43-A8E2-C91B74E949EF","A416820D-3AB8-478C-AB4F-EA2A48C75822","TOP"
"R45","22K 0.063W 1% 0402 (1005 Metric)  SMD","CMP-009-00081-2","RESC0402(1005)_L","Chip Resistor, Body 1.0x0.5mm, IPC High Density","4.Power","OBLCJXJO","316EDCAE-BCC3-473D-BC74-DB8CF9BC8C43","CE5B95AE-C33F-482A-91C8-7FF8BA0A7129","TOP"
"R46","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0603 (1608 Metric)","CMP-009-00006-5","RESC1608X55X25ML10T15","Chip Resistor, 2-Leads, Body 1.70x0.90mm, IPC Low Density","4.Power","ONCAZSGT","95055128-38A3-4D2A-8451-2D649817FD8D","CAF286BD-2993-4BDD-922B-72ECF5C7AEEE","TOP"
"R47","RES, 680, 5%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026962-3","0402","","4.Power","LHUGFVSM","","","TOP"
"R48","RES, 340 k, 1%, 0.063 W, AEC-Q200 Grade 0, 0402","CMP-0026300-2","0402","","4.Power","GAIPRGLB","","","TOP"
"R49","RES, 2.00 k, 1%, 0.1 W, AEC-Q200 Grade 0, 0402","CMP-0026676-1","0402","","4.Power","LZXABCUB","","","TOP"
